UDS_Scale,CSF_Scale,Is_Baseline,Replication,Method,Expected_Makespan,Overtime_Prob,Error
0.3,0.8,True,3,Stochastic-MILP,687.4,0.02,
0.3,0.8,True,3,LPT,687.4,0.02,
0.3,0.8,True,3,Deterministic,687.4,0.06,
0.3,0.8,True,3,Age-Stratified,687.95,0.05,
0.3,0.8,True,4,Stochastic-MILP,689.35,0.0,
0.3,0.8,True,4,LPT,689.8,0.0,
0.3,0.8,True,4,Deterministic,689.8,0.08,
0.3,0.8,True,4,Age-Stratified,692.65,0.15,
0.3,0.8,True,5,Stochastic-MILP,688.55,0.08,
0.3,0.8,True,5,LPT,687.5,0.05,
0.3,0.8,True,5,Deterministic,687.5,0.05,
0.3,0.8,True,5,Age-Stratified,689.3,0.11,
0.3,0.8,True,6,Stochastic-MILP,691.45,0.04,
0.3,0.8,True,6,LPT,691.45,0.04,
0.3,0.8,True,6,Deterministic,691.45,0.15,
0.3,0.8,True,6,Age-Stratified,693.9,0.15,
0.3,0.8,True,7,Stochastic-MILP,687.45,0.0,
0.3,0.8,True,7,LPT,687.45,0.0,
0.3,0.8,True,7,Deterministic,687.45,0.07,
0.3,0.8,True,7,Age-Stratified,689.6,0.07,
0.3,0.8,True,8,Stochastic-MILP,690.6,0.04,
0.3,0.8,True,8,LPT,690.6,0.04,
0.3,0.8,True,8,Deterministic,690.6,0.08,
0.3,0.8,True,8,Age-Stratified,692.4,0.11,
0.3,0.8,True,9,Stochastic-MILP,689.5,0.03,
0.3,0.8,True,9,LPT,689.65,0.04,
0.3,0.8,True,9,Deterministic,689.65,0.12,
0.3,0.8,True,9,Age-Stratified,692.95,0.13,
0.3,0.8,True,10,Stochastic-MILP,688.15,0.02,
0.3,0.8,True,10,LPT,688.15,0.02,
0.3,0.8,True,10,Deterministic,688.15,0.05,
0.3,0.8,True,10,Age-Stratified,688.7,0.02,
0.3,0.8,True,11,Stochastic-MILP,688.15,0.01,
0.3,0.8,True,11,LPT,688.25,0.02,
0.3,0.8,True,11,Deterministic,688.25,0.06,
0.3,0.8,True,11,Age-Stratified,690.25,0.06,
0.3,0.8,True,12,Stochastic-MILP,689.7,0.04,
0.3,0.8,True,12,LPT,689.7,0.04,
0.3,0.8,True,12,Deterministic,689.7,0.1,
0.3,0.8,True,12,Age-Stratified,696.95,0.19,
0.3,0.8,True,13,Stochastic-MILP,689.7,0.02,
0.3,0.8,True,13,LPT,689.55,0.02,
0.3,0.8,True,13,Deterministic,689.55,0.05,
0.3,0.8,True,13,Age-Stratified,690.95,0.09,
0.3,0.8,True,14,Stochastic-MILP,690.7,0.04,
0.3,0.8,True,14,LPT,690.7,0.04,
0.3,0.8,True,14,Deterministic,690.7,0.13,
0.3,0.8,True,14,Age-Stratified,695.45,0.16,
0.3,0.8,True,15,Stochastic-MILP,689.35,0.03,
0.3,0.8,True,15,LPT,688.9,0.03,
0.3,0.8,True,15,Deterministic,688.9,0.1,
0.3,0.8,True,15,Age-Stratified,694.05,0.14,
0.3,0.8,True,16,Stochastic-MILP,687.0,0.01,
0.3,0.8,True,16,LPT,687.0,0.01,
0.3,0.8,True,16,Deterministic,687.0,0.02,
0.3,0.8,True,16,Age-Stratified,691.2,0.1,
0.3,0.8,True,17,Stochastic-MILP,688.2,0.01,
0.3,0.8,True,17,LPT,687.15,0.01,
0.3,0.8,True,17,Deterministic,687.15,0.07,
0.3,0.8,True,17,Age-Stratified,687.35,0.05,
0.3,0.8,True,18,Stochastic-MILP,689.0,0.03,
0.3,0.8,True,18,LPT,689.0,0.03,
0.3,0.8,True,18,Deterministic,689.0,0.08,
0.3,0.8,True,18,Age-Stratified,689.65,0.06,
0.3,0.8,True,19,Stochastic-MILP,689.75,0.04,
0.3,0.8,True,19,LPT,689.9,0.04,
0.3,0.8,True,19,Deterministic,689.9,0.1,
0.3,0.8,True,19,Age-Stratified,692.7,0.13,
0.3,0.8,True,20,Stochastic-MILP,690.65,0.04,
0.3,0.8,True,20,LPT,690.65,0.04,
0.3,0.8,True,20,Deterministic,690.65,0.11,
0.3,0.8,True,20,Age-Stratified,698.3,0.21,
0.3,0.8,True,21,Stochastic-MILP,689.85,0.03,
0.3,0.8,True,21,LPT,689.85,0.03,
0.3,0.8,True,21,Deterministic,689.85,0.1,
0.3,0.8,True,21,Age-Stratified,691.05,0.12,
0.3,0.8,True,22,Stochastic-MILP,692.9,0.04,
0.3,0.8,True,22,LPT,692.9,0.04,
0.3,0.8,True,22,Deterministic,692.9,0.14,
0.3,0.8,True,22,Age-Stratified,696.0,0.17,
0.3,0.8,True,23,Stochastic-MILP,688.65,0.04,
0.3,0.8,True,23,LPT,689.1,0.03,
0.3,0.8,True,23,Deterministic,689.1,0.09,
0.3,0.8,True,23,Age-Stratified,691.85,0.09,
0.3,0.8,True,24,Stochastic-MILP,690.7,0.04,
0.3,0.8,True,24,LPT,690.85,0.04,
0.3,0.8,True,24,Deterministic,690.85,0.1,
0.3,0.8,True,24,Age-Stratified,695.4,0.13,
0.3,0.8,True,25,Stochastic-MILP,686.0,0.05,
0.3,0.8,True,25,LPT,685.7,0.05,
0.3,0.8,True,25,Deterministic,685.7,0.08,
0.3,0.8,True,25,Age-Stratified,693.25,0.13,
0.3,0.8,True,26,Stochastic-MILP,686.55,0.03,
0.3,0.8,True,26,LPT,685.55,0.03,
0.3,0.8,True,26,Deterministic,685.55,0.07,
0.3,0.8,True,26,Age-Stratified,691.55,0.11,
0.3,0.8,True,27,Stochastic-MILP,692.75,0.07,
0.3,0.8,True,27,LPT,692.75,0.07,
0.3,0.8,True,27,Deterministic,692.75,0.17,
0.3,0.8,True,27,Age-Stratified,696.55,0.16,
0.3,0.8,True,28,Stochastic-MILP,686.7,0.05,
0.3,0.8,True,28,LPT,686.15,0.03,
0.3,0.8,True,28,Deterministic,686.15,0.05,
0.3,0.8,True,28,Age-Stratified,690.3,0.11,
0.3,0.8,True,29,Stochastic-MILP,689.8,0.02,
0.3,0.8,True,29,LPT,689.05,0.02,
0.3,0.8,True,29,Deterministic,689.05,0.07,
0.3,0.8,True,29,Age-Stratified,690.25,0.08,
0.3,0.8,True,30,Stochastic-MILP,688.6,0.01,
0.3,0.8,True,30,LPT,688.6,0.01,
0.3,0.8,True,30,Deterministic,688.6,0.05,
0.3,0.8,True,30,Age-Stratified,688.55,0.07,
0.3,1.2,False,1,Stochastic-MILP,691.75,0.06,
0.3,1.2,False,1,LPT,691.6,0.08,
0.3,1.2,False,1,Deterministic,691.6,0.17,
0.3,1.2,False,1,Age-Stratified,698.2,0.2,
0.3,1.2,False,2,Stochastic-MILP,690.35,0.06,
0.3,1.2,False,2,LPT,690.6,0.03,
0.3,1.2,False,2,Deterministic,690.6,0.1,
0.3,1.2,False,2,Age-Stratified,691.55,0.06,
0.3,1.2,False,3,Stochastic-MILP,687.7,0.02,
0.3,1.2,False,3,LPT,687.7,0.02,
0.3,1.2,False,3,Deterministic,687.7,0.07,
0.3,1.2,False,3,Age-Stratified,688.35,0.05,
0.3,1.2,False,4,Stochastic-MILP,690.5,0.01,
0.3,1.2,False,4,LPT,690.5,0.01,
0.3,1.2,False,4,Deterministic,690.5,0.11,
0.3,1.2,False,4,Age-Stratified,694.15,0.19,
0.3,1.2,False,5,Stochastic-MILP,688.6,0.02,
0.3,1.2,False,5,LPT,688.1,0.02,
0.3,1.2,False,5,Deterministic,688.1,0.07,
0.3,1.2,False,5,Age-Stratified,690.0,0.12,
0.3,1.2,False,6,Stochastic-MILP,691.9,0.04,
0.3,1.2,False,6,LPT,691.9,0.04,
0.3,1.2,False,6,Deterministic,691.9,0.18,
0.3,1.2,False,6,Age-Stratified,695.15,0.17,
0.3,1.2,False,7,Stochastic-MILP,687.65,0.0,
0.3,1.2,False,7,LPT,687.65,0.0,
0.3,1.2,False,7,Deterministic,687.65,0.08,
0.3,1.2,False,7,Age-Stratified,691.15,0.07,
0.3,1.2,False,8,Stochastic-MILP,691.0,0.04,
0.3,1.2,False,8,LPT,691.0,0.04,
0.3,1.2,False,8,Deterministic,691.0,0.09,
0.3,1.2,False,8,Age-Stratified,692.8,0.11,
0.3,1.2,False,9,Stochastic-MILP,690.1,0.05,
0.3,1.2,False,9,LPT,690.25,0.06,
0.3,1.2,False,9,Deterministic,690.25,0.13,
0.3,1.2,False,9,Age-Stratified,694.25,0.15,
0.3,1.2,False,10,Stochastic-MILP,689.0,0.02,
0.3,1.2,False,10,LPT,689.0,0.02,
0.3,1.2,False,10,Deterministic,689.0,0.07,
0.3,1.2,False,10,Age-Stratified,689.6,0.02,
0.3,1.2,False,11,Stochastic-MILP,688.35,0.01,
0.3,1.2,False,11,LPT,688.5,0.02,
0.3,1.2,False,11,Deterministic,688.5,0.07,
0.3,1.2,False,11,Age-Stratified,690.45,0.06,
0.3,1.2,False,12,Stochastic-MILP,689.9,0.04,
0.3,1.2,False,12,LPT,689.9,0.04,
0.3,1.2,False,12,Deterministic,689.9,0.11,
0.3,1.2,False,12,Age-Stratified,698.45,0.23,
0.3,1.2,False,13,Stochastic-MILP,690.15,0.02,
0.3,1.2,False,13,LPT,690.0,0.02,
0.3,1.2,False,13,Deterministic,690.0,0.06,
0.3,1.2,False,13,Age-Stratified,692.8,0.1,
0.3,1.2,False,14,Stochastic-MILP,691.75,0.04,
0.3,1.2,False,14,LPT,691.75,0.04,
0.3,1.2,False,14,Deterministic,691.75,0.13,
0.3,1.2,False,14,Age-Stratified,697.7,0.17,
0.3,1.2,False,15,Stochastic-MILP,689.55,0.04,
0.3,1.2,False,15,LPT,689.85,0.03,
0.3,1.2,False,15,Deterministic,689.85,0.12,
0.3,1.2,False,15,Age-Stratified,694.85,0.15,
0.3,1.2,False,16,Stochastic-MILP,687.2,0.01,
0.3,1.2,False,16,LPT,687.2,0.01,
0.3,1.2,False,16,Deterministic,687.2,0.02,
0.3,1.2,False,16,Age-Stratified,692.65,0.13,
0.3,1.2,False,17,Stochastic-MILP,688.7,0.02,
0.3,1.2,False,17,LPT,687.2,0.01,
0.3,1.2,False,17,Deterministic,687.2,0.07,
0.3,1.2,False,17,Age-Stratified,687.75,0.06,
0.3,1.2,False,18,Stochastic-MILP,689.25,0.03,
0.3,1.2,False,18,LPT,689.25,0.03,
0.3,1.2,False,18,Deterministic,689.25,0.09,
0.3,1.2,False,18,Age-Stratified,689.85,0.06,
0.3,1.2,False,19,Stochastic-MILP,690.8,0.06,
0.3,1.2,False,19,LPT,690.95,0.06,
0.3,1.2,False,19,Deterministic,690.95,0.12,
0.3,1.2,False,19,Age-Stratified,693.75,0.15,
0.3,1.2,False,20,Stochastic-MILP,691.55,0.05,
0.3,1.2,False,20,LPT,691.55,0.05,
0.3,1.2,False,20,Deterministic,691.55,0.13,
0.3,1.2,False,20,Age-Stratified,699.65,0.24,
0.3,1.2,False,21,Stochastic-MILP,690.45,0.03,
0.3,1.2,False,21,LPT,690.45,0.03,
0.3,1.2,False,21,Deterministic,690.45,0.13,
0.3,1.2,False,21,Age-Stratified,691.75,0.13,
0.3,1.2,False,22,Stochastic-MILP,693.75,0.04,
0.3,1.2,False,22,LPT,693.75,0.04,
0.3,1.2,False,22,Deterministic,693.75,0.16,
0.3,1.2,False,22,Age-Stratified,698.9,0.24,
0.3,1.2,False,23,Stochastic-MILP,688.9,0.04,
0.3,1.2,False,23,LPT,689.5,0.03,
0.3,1.2,False,23,Deterministic,689.5,0.09,
0.3,1.2,False,23,Age-Stratified,691.85,0.09,
0.3,1.2,False,24,Stochastic-MILP,691.8,0.05,
0.3,1.2,False,24,LPT,691.65,0.06,
0.3,1.2,False,24,Deterministic,691.65,0.13,
0.3,1.2,False,24,Age-Stratified,696.3,0.14,
0.3,1.2,False,25,Stochastic-MILP,688.85,0.04,
0.3,1.2,False,25,LPT,686.7,0.03,
0.3,1.2,False,25,Deterministic,686.7,0.11,
0.3,1.2,False,25,Age-Stratified,695.05,0.15,
0.3,1.2,False,26,Stochastic-MILP,688.9,0.04,
0.3,1.2,False,26,LPT,686.0,0.03,
0.3,1.2,False,26,Deterministic,686.0,0.08,
0.3,1.2,False,26,Age-Stratified,693.15,0.11,
0.3,1.2,False,27,Stochastic-MILP,693.2,0.07,
0.3,1.2,False,27,LPT,693.2,0.07,
0.3,1.2,False,27,Deterministic,693.2,0.17,
0.3,1.2,False,27,Age-Stratified,697.55,0.19,
0.3,1.2,False,28,Stochastic-MILP,688.55,0.03,
0.3,1.2,False,28,LPT,686.75,0.03,
0.3,1.2,False,28,Deterministic,686.75,0.08,
0.3,1.2,False,28,Age-Stratified,691.15,0.11,
0.3,1.2,False,29,Stochastic-MILP,688.9,0.02,
0.3,1.2,False,29,LPT,689.05,0.02,
0.3,1.2,False,29,Deterministic,689.05,0.07,
0.3,1.2,False,29,Age-Stratified,690.65,0.08,
0.3,1.2,False,30,Stochastic-MILP,689.0,0.01,
0.3,1.2,False,30,LPT,689.0,0.01,
0.3,1.2,False,30,Deterministic,689.0,0.07,
0.3,1.2,False,30,Age-Stratified,689.55,0.08,
0.45,0.4,False,1,Stochastic-MILP,693.1,0.08,
0.45,0.4,False,1,LPT,693.25,0.08,
0.45,0.4,False,1,Deterministic,693.25,0.16,
0.45,0.4,False,1,Age-Stratified,699.6,0.23,
0.45,0.4,False,2,Stochastic-MILP,692.3,0.03,
0.45,0.4,False,2,LPT,693.5,0.04,
0.45,0.4,False,2,Deterministic,693.5,0.11,
0.45,0.4,False,2,Age-Stratified,693.5,0.1,
0.45,0.4,False,3,Stochastic-MILP,692.2,0.02,
0.45,0.4,False,3,LPT,692.2,0.02,
0.45,0.4,False,3,Deterministic,692.2,0.13,
0.45,0.4,False,3,Age-Stratified,693.75,0.11,
0.45,0.4,False,4,Stochastic-MILP,692.45,0.0,
0.45,0.4,False,4,LPT,692.15,0.0,
0.45,0.4,False,4,Deterministic,692.15,0.11,
0.45,0.4,False,4,Age-Stratified,696.8,0.2,
0.45,0.4,False,5,Stochastic-MILP,692.7,0.02,
0.45,0.4,False,5,LPT,692.1,0.01,
0.45,0.4,False,5,Deterministic,692.1,0.1,
0.45,0.4,False,5,Age-Stratified,694.1,0.12,
0.45,0.4,False,6,Stochastic-MILP,696.05,0.05,
0.45,0.4,False,6,LPT,695.75,0.05,
0.45,0.4,False,6,Deterministic,695.75,0.23,
0.45,0.4,False,6,Age-Stratified,697.9,0.21,
0.45,0.4,False,7,Stochastic-MILP,692.35,0.04,
0.45,0.4,False,7,LPT,692.5,0.04,
0.45,0.4,False,7,Deterministic,692.5,0.1,
0.45,0.4,False,7,Age-Stratified,694.35,0.11,
0.45,0.4,False,8,Stochastic-MILP,693.85,0.03,
0.45,0.4,False,8,LPT,693.85,0.03,
0.45,0.4,False,8,Deterministic,693.85,0.11,
0.45,0.4,False,8,Age-Stratified,696.1,0.16,
0.45,0.4,False,9,Stochastic-MILP,692.65,0.02,
0.45,0.4,False,9,LPT,692.65,0.02,
0.45,0.4,False,9,Deterministic,692.65,0.14,
0.45,0.4,False,9,Age-Stratified,696.9,0.18,
0.45,0.4,False,10,Stochastic-MILP,690.45,0.01,
0.45,0.4,False,10,LPT,690.6,0.01,
0.45,0.4,False,10,Deterministic,690.6,0.04,
0.45,0.4,False,10,Age-Stratified,691.35,0.06,
0.45,0.4,False,11,Stochastic-MILP,691.9,0.02,
0.45,0.4,False,11,LPT,692.05,0.02,
0.45,0.4,False,11,Deterministic,692.05,0.1,
0.45,0.4,False,11,Age-Stratified,693.15,0.11,
0.45,0.4,False,12,Stochastic-MILP,694.15,0.05,
0.45,0.4,False,12,LPT,694.3,0.05,
0.45,0.4,False,12,Deterministic,694.3,0.15,
0.45,0.4,False,12,Age-Stratified,700.25,0.25,
0.45,0.4,False,13,Stochastic-MILP,692.1,0.01,
0.45,0.4,False,13,LPT,691.95,0.01,
0.45,0.4,False,13,Deterministic,691.95,0.08,
0.45,0.4,False,13,Age-Stratified,694.05,0.11,
0.45,0.4,False,14,Stochastic-MILP,695.1,0.07,
0.45,0.4,False,14,LPT,695.1,0.07,
0.45,0.4,False,14,Deterministic,695.1,0.17,
0.45,0.4,False,14,Age-Stratified,698.0,0.18,
0.45,0.4,False,15,Stochastic-MILP,694.15,0.03,
0.45,0.4,False,15,LPT,694.0,0.05,
0.45,0.4,False,15,Deterministic,694.0,0.12,
0.45,0.4,False,15,Age-Stratified,697.25,0.18,
0.45,0.4,False,16,Stochastic-MILP,690.85,0.01,
0.45,0.4,False,16,LPT,690.85,0.01,
0.45,0.4,False,16,Deterministic,690.85,0.05,
0.45,0.4,False,16,Age-Stratified,694.35,0.14,
0.45,0.4,False,17,Stochastic-MILP,693.0,0.03,
0.45,0.4,False,17,LPT,691.2,0.02,
0.45,0.4,False,17,Deterministic,691.2,0.08,
0.45,0.4,False,17,Age-Stratified,692.25,0.09,
0.45,0.4,False,18,Stochastic-MILP,692.1,0.01,
0.45,0.4,False,18,LPT,691.95,0.01,
0.45,0.4,False,18,Deterministic,691.95,0.08,
0.45,0.4,False,18,Age-Stratified,693.35,0.08,
0.45,0.4,False,19,Stochastic-MILP,691.75,0.04,
0.45,0.4,False,19,LPT,691.75,0.04,
0.45,0.4,False,19,Deterministic,691.75,0.11,
0.45,0.4,False,19,Age-Stratified,693.5,0.11,
0.45,0.4,False,20,Stochastic-MILP,695.05,0.04,
0.45,0.4,False,20,LPT,695.05,0.04,
0.45,0.4,False,20,Deterministic,695.05,0.16,
0.45,0.4,False,20,Age-Stratified,702.0,0.29,
0.45,0.4,False,21,Stochastic-MILP,693.45,0.03,
0.45,0.4,False,21,LPT,693.3,0.03,
0.45,0.4,False,21,Deterministic,693.3,0.1,
0.45,0.4,False,21,Age-Stratified,694.25,0.12,
0.45,0.4,False,22,Stochastic-MILP,696.95,0.08,
0.45,0.4,False,22,LPT,696.95,0.08,
0.45,0.4,False,22,Deterministic,696.95,0.2,
0.45,0.4,False,22,Age-Stratified,698.25,0.19,
0.45,0.4,False,23,Stochastic-MILP,692.1,0.04,
0.45,0.4,False,23,LPT,691.5,0.03,
0.45,0.4,False,23,Deterministic,691.5,0.12,
0.45,0.4,False,23,Age-Stratified,694.4,0.15,
0.45,0.4,False,24,Stochastic-MILP,696.1,0.06,
0.45,0.4,False,24,LPT,695.65,0.03,
0.45,0.4,False,24,Deterministic,695.65,0.16,
0.45,0.4,False,24,Age-Stratified,699.05,0.15,
0.45,0.4,False,25,Stochastic-MILP,691.9,0.04,
0.45,0.4,False,25,LPT,690.25,0.03,
0.45,0.4,False,25,Deterministic,690.25,0.14,
0.45,0.4,False,25,Age-Stratified,695.4,0.19,
0.45,0.4,False,26,Stochastic-MILP,688.35,0.02,
0.45,0.4,False,26,LPT,688.15,0.02,
0.45,0.4,False,26,Deterministic,688.15,0.08,
0.45,0.4,False,26,Age-Stratified,693.2,0.11,
0.45,0.4,False,27,Stochastic-MILP,695.95,0.07,
0.45,0.4,False,27,LPT,695.95,0.07,
0.45,0.4,False,27,Deterministic,695.95,0.2,
0.45,0.4,False,27,Age-Stratified,698.05,0.18,
0.45,0.4,False,28,Stochastic-MILP,689.3,0.02,
0.45,0.4,False,28,LPT,688.3,0.01,
0.45,0.4,False,28,Deterministic,688.3,0.07,
0.45,0.4,False,28,Age-Stratified,692.8,0.13,
0.45,0.4,False,29,Stochastic-MILP,693.55,0.05,
0.45,0.4,False,29,LPT,693.55,0.02,
0.45,0.4,False,29,Deterministic,693.55,0.18,
0.45,0.4,False,29,Age-Stratified,694.15,0.12,
0.45,0.4,False,30,Stochastic-MILP,691.1,0.01,
0.45,0.4,False,30,LPT,691.1,0.01,
0.45,0.4,False,30,Deterministic,691.1,0.08,
0.45,0.4,False,30,Age-Stratified,692.0,0.11,
0.45,0.8,False,1,Stochastic-MILP,694.75,0.08,
0.45,0.8,False,1,LPT,694.9,0.08,
0.45,0.8,False,1,Deterministic,694.9,0.19,
0.45,0.8,False,1,Age-Stratified,701.65,0.26,
0.45,0.8,False,2,Stochastic-MILP,694.5,0.05,
0.45,0.8,False,2,LPT,694.5,0.05,
0.45,0.8,False,2,Deterministic,694.5,0.13,
0.45,0.8,False,2,Age-Stratified,694.5,0.12,
0.45,0.8,False,3,Stochastic-MILP,692.8,0.02,
0.45,0.8,False,3,LPT,692.8,0.02,
0.45,0.8,False,3,Deterministic,692.8,0.14,
0.45,0.8,False,3,Age-Stratified,694.4,0.12,
0.45,0.8,False,4,Stochastic-MILP,693.4,0.0,
0.45,0.8,False,4,LPT,692.95,0.0,
0.45,0.8,False,4,Deterministic,692.95,0.12,
0.45,0.8,False,4,Age-Stratified,697.6,0.21,
0.45,0.8,False,5,Stochastic-MILP,691.4,0.03,
0.45,0.8,False,5,LPT,692.3,0.02,
0.45,0.8,False,5,Deterministic,692.3,0.1,
0.45,0.8,False,5,Age-Stratified,694.4,0.12,
0.45,0.8,False,6,Stochastic-MILP,696.85,0.06,
0.45,0.8,False,6,LPT,696.55,0.06,
0.45,0.8,False,6,Deterministic,696.55,0.23,
0.45,0.8,False,6,Age-Stratified,698.55,0.21,
0.45,0.8,False,7,Stochastic-MILP,692.4,0.04,
0.45,0.8,False,7,LPT,692.55,0.04,
0.45,0.8,False,7,Deterministic,692.55,0.1,
0.45,0.8,False,7,Age-Stratified,695.15,0.13,
0.45,0.8,False,8,Stochastic-MILP,694.05,0.03,
0.45,0.8,False,8,LPT,694.05,0.03,
0.45,0.8,False,8,Deterministic,694.05,0.12,
0.45,0.8,False,8,Age-Stratified,696.4,0.17,
0.45,0.8,False,9,Stochastic-MILP,693.85,0.03,
0.45,0.8,False,9,LPT,693.85,0.03,
0.45,0.8,False,9,Deterministic,693.85,0.17,
0.45,0.8,False,9,Age-Stratified,697.9,0.19,
0.45,0.8,False,10,Stochastic-MILP,691.45,0.03,
0.45,0.8,False,10,LPT,691.6,0.03,
0.45,0.8,False,10,Deterministic,691.6,0.07,
0.45,0.8,False,10,Age-Stratified,692.45,0.07,
0.45,0.8,False,11,Stochastic-MILP,692.2,0.01,
0.45,0.8,False,11,LPT,692.3,0.01,
0.45,0.8,False,11,Deterministic,692.3,0.1,
0.45,0.8,False,11,Age-Stratified,694.15,0.11,
0.45,0.8,False,12,Stochastic-MILP,694.7,0.05,
0.45,0.8,False,12,LPT,694.8,0.05,
0.45,0.8,False,12,Deterministic,694.8,0.17,
0.45,0.8,False,12,Age-Stratified,701.3,0.25,
0.45,0.8,False,13,Stochastic-MILP,692.7,0.02,
0.45,0.8,False,13,LPT,692.55,0.02,
0.45,0.8,False,13,Deterministic,692.55,0.08,
0.45,0.8,False,13,Age-Stratified,694.85,0.12,
0.45,0.8,False,14,Stochastic-MILP,695.35,0.07,
0.45,0.8,False,14,LPT,695.35,0.07,
0.45,0.8,False,14,Deterministic,695.35,0.18,
0.45,0.8,False,14,Age-Stratified,699.05,0.19,
0.45,0.8,False,15,Stochastic-MILP,695.2,0.05,
0.45,0.8,False,15,LPT,694.6,0.05,
0.45,0.8,False,15,Deterministic,694.6,0.15,
0.45,0.8,False,15,Age-Stratified,698.55,0.18,
0.45,0.8,False,16,Stochastic-MILP,691.05,0.01,
0.45,0.8,False,16,LPT,691.05,0.01,
0.45,0.8,False,16,Deterministic,691.05,0.05,
0.45,0.8,False,16,Age-Stratified,694.8,0.14,
0.45,0.8,False,17,Stochastic-MILP,693.65,0.03,
0.45,0.8,False,17,LPT,691.65,0.0,
0.45,0.8,False,17,Deterministic,691.65,0.1,
0.45,0.8,False,17,Age-Stratified,692.75,0.09,
0.45,0.8,False,18,Stochastic-MILP,692.75,0.03,
0.45,0.8,False,18,LPT,692.6,0.03,
0.45,0.8,False,18,Deterministic,692.6,0.1,
0.45,0.8,False,18,Age-Stratified,694.0,0.08,
0.45,0.8,False,19,Stochastic-MILP,692.75,0.05,
0.45,0.8,False,19,LPT,692.75,0.05,
0.45,0.8,False,19,Deterministic,692.75,0.13,
0.45,0.8,False,19,Age-Stratified,695.55,0.16,
0.45,0.8,False,20,Stochastic-MILP,695.3,0.04,
0.45,0.8,False,20,LPT,695.3,0.04,
0.45,0.8,False,20,Deterministic,695.3,0.17,
0.45,0.8,False,20,Age-Stratified,704.15,0.33,
0.45,0.8,False,21,Stochastic-MILP,694.05,0.04,
0.45,0.8,False,21,LPT,693.9,0.04,
0.45,0.8,False,21,Deterministic,693.9,0.12,
0.45,0.8,False,21,Age-Stratified,694.95,0.14,
0.45,0.8,False,22,Stochastic-MILP,698.3,0.08,
0.45,0.8,False,22,LPT,698.3,0.08,
0.45,0.8,False,22,Deterministic,698.3,0.24,
0.45,0.8,False,22,Age-Stratified,700.35,0.23,
0.45,0.8,False,23,Stochastic-MILP,691.35,0.03,
0.45,0.8,False,23,LPT,692.1,0.03,
0.45,0.8,False,23,Deterministic,692.1,0.14,
0.45,0.8,False,23,Age-Stratified,695.3,0.15,
0.45,0.8,False,24,Stochastic-MILP,696.25,0.03,
0.45,0.8,False,24,LPT,696.25,0.03,
0.45,0.8,False,24,Deterministic,696.25,0.17,
0.45,0.8,False,24,Age-Stratified,700.35,0.18,
0.45,0.8,False,25,Stochastic-MILP,690.65,0.04,
0.45,0.8,False,25,LPT,690.65,0.04,
0.45,0.8,False,25,Deterministic,690.65,0.15,
0.45,0.8,False,25,Age-Stratified,697.6,0.21,
0.45,0.8,False,26,Stochastic-MILP,688.35,0.04,
0.45,0.8,False,26,LPT,688.55,0.03,
0.45,0.8,False,26,Deterministic,688.55,0.1,
0.45,0.8,False,26,Age-Stratified,695.6,0.16,
0.45,0.8,False,27,Stochastic-MILP,696.85,0.07,
0.45,0.8,False,27,LPT,696.85,0.07,
0.45,0.8,False,27,Deterministic,696.85,0.23,
0.45,0.8,False,27,Age-Stratified,699.3,0.19,
0.45,0.8,False,28,Stochastic-MILP,692.4,0.03,
0.45,0.8,False,28,LPT,689.15,0.02,
0.45,0.8,False,28,Deterministic,689.15,0.1,
0.45,0.8,False,28,Age-Stratified,693.45,0.15,
0.45,0.8,False,29,Stochastic-MILP,694.55,0.05,
0.45,0.8,False,29,LPT,694.15,0.02,
0.45,0.8,False,29,Deterministic,694.15,0.19,
0.45,0.8,False,29,Age-Stratified,694.55,0.12,
0.45,0.8,False,30,Stochastic-MILP,693.3,0.03,
0.45,0.8,False,30,LPT,691.75,0.02,
0.45,0.8,False,30,Deterministic,691.75,0.08,
0.45,0.8,False,30,Age-Stratified,692.45,0.11,
0.45,1.2,False,1,Stochastic-MILP,695.95,0.09,
0.45,1.2,False,1,LPT,696.1,0.09,
0.45,1.2,False,1,Deterministic,696.1,0.23,
0.45,1.2,False,1,Age-Stratified,702.7,0.26,
0.45,1.2,False,2,Stochastic-MILP,695.55,0.06,
0.45,1.2,False,2,LPT,695.1,0.05,
0.45,1.2,False,2,Deterministic,695.1,0.15,
0.45,1.2,False,2,Age-Stratified,695.3,0.12,
0.45,1.2,False,3,Stochastic-MILP,693.1,0.02,
0.45,1.2,False,3,LPT,693.1,0.02,
0.45,1.2,False,3,Deterministic,693.1,0.15,
0.45,1.2,False,3,Age-Stratified,694.65,0.12,
0.45,1.2,False,4,Stochastic-MILP,693.95,0.0,
0.45,1.2,False,4,LPT,693.65,0.0,
0.45,1.2,False,4,Deterministic,693.65,0.15,
0.45,1.2,False,4,Age-Stratified,699.1,0.25,
0.45,1.2,False,5,Stochastic-MILP,692.85,0.05,
0.45,1.2,False,5,LPT,692.9,0.02,
0.45,1.2,False,5,Deterministic,692.9,0.12,
0.45,1.2,False,5,Age-Stratified,695.1,0.13,
0.45,1.2,False,6,Stochastic-MILP,697.3,0.06,
0.45,1.2,False,6,LPT,697.0,0.06,
0.45,1.2,False,6,Deterministic,697.0,0.25,
0.45,1.2,False,6,Age-Stratified,699.8,0.22,
0.45,1.2,False,7,Stochastic-MILP,692.6,0.04,
0.45,1.2,False,7,LPT,692.75,0.04,
